Hildegard	15
Hildegarda	78
Himka	6
Himzija	5
Hinka	5
Hira	5
Hojka	14
Hristina	29
Huanita	5
Hurija	7
Husmira	5
Hyra	7
Hyrije	7
Hyrmete	5
Hysnije	9
Iana	7
Ibadete	12
Ibojka	13
Iboljka	14
Ibolka	25
Ibolya	..
Ibolyka	5
Ida	2201
Ida Marija	21
Ifeta	71
Igbala	6
Igbale	8
Ignacija	10
Ika	55
Ilaria	18
Ilda	34
Ildiko	8
Ildikó	6
Ileana	7
Ilena	..
Ilenia	14
Ilhana	26
Ilijana	14
Ilina	6
Ilinka	86
Ilirjana	7
Ilka	18
Ilma	23
Ilmije	9
Ilona	96
Ilonka	65
Ilse	..
Ilvana	13
Iman	25
Imana	6
Imelda	8
Ina	370
Inaja	55
Inara	9
Inaya	30
Indi	6
Indira	198
Indire	5
Inela	5
Ines	2315
Inesa	17
Inessa	5
Inga	42
Inge	120
Ingeborg	52
Ingrid	793
Inja	201
Inka	20
Inna	55
Inti	45
Iolanda	..
Ira	40
Iren	..
Irén	8
Irena	12301
Irena Marija	32
Irenca	101
Irene	31
Irenka	38
Irfeta	6
Irina	169
Irinka	5
Iris	1054
Irma	1198
Irma Marija	6
Irmgard	9
Irmica	7
Irmina	20
Irna	6
Iryna	63
Isa	49
Isabel	64
Isabela	79
Isabell	9
Isabella	70
Isabelle	17
Isidora	18
Iskra	15
Isma	15
Ismeta	191
Ismetka	5
Ismije	..
Isnije	5
Isra	6
Issa	11
Iša	10
Ita	28
Iuliia	21
Iva	1176
Ivana	7894
Ivana Alojzija	5
Ivana Ana	18
Ivana Frančiška	22
Ivana Jožefa	6
Ivana Marija	72
Ivana Milena	7
Ivana Stanislava	..
Ivana Terezija	..
Ivana Vida	5
Ivančica	11
Ivanica	..
Ivanka	5170
Ivanka Jana	..
Ivanka Marija	7
Ives	6
Iveta	9
Ivi	9
Ivica	1005
Ivjana	6
Ivka	202
Ivona	157
Ivuša	6
Iza	822
Izabel	28
Izabela	337
Izabella	10
Izadora	9
Izeta	99
Izidora	81
Jacinta	11
Jacqueline	15
Jadrana	5
Jadranka	859
Jadviga	24
Jaga	19
Jagica	7
Jagoda	146
Jagodinka	7
Jakica	14
Jakobina	17
Jana	3771
Jana Marija	8
Jane	..
Janet	12
Janeta	11
Janette	13
Jani	8
Janica	40
Janija	5
Janika	17
Janina	103
Janine	8
Janislava	19
Janita	19
Janja	5003
Janja Marija	..
Janka	124
Jankica	6
Januša	43
Januška	13
Janža	7
Jara	9
Jarmila	22
Jaroslava	11
