Dželjalj	-
Džemail	15
Džemal	159
Džemil	23
Džemo	16
Dženan	91
Dženis	40
Dževad	348
Dževair	8
Dževat	9
Dževdet	11
Džezmi	-
Džimi	-
Džoni	11
Džordže	-
Dylan	-
Dániel	7
Dávid	5
Ecij	5
Ecijo	9
Ecio	18
Edbin	12
Edgar	11
Edham	20
Edhem	65
Edi	603
Edib	17
Edim	13
Edin	1140
Edion	6
Edip	10
Edis	389
Edison	32
Edit	8
Edmir	22
Edmond	57
Edmund	41
Edo	250
Edoardo	10
Edon	31
Edonis	16
Edonit	8
Eduard	104
Eduardo	9
Eduart	8
Edvard	2210
Edvard Franc	-
Edvin	429
Edward	5
Edwin	6
Eftim	5
Egidij	91
Egidio	13
Egon	370
Egor	12
Egzon	86
Ejub	43
Ejup	8
Ekram	-
Ekrem	205
Elbasan	16
Eldar	96
Eldi	9
Eldin	259
Eldion	5
Eldis	20
Elek	10
Elemer	12
Elemir	12
Elen	5
Elez	14
Elfat	10
Elham	-
Elhan	15
Elia	8
Elian	11
Elias	43
Elija	33
Elijo	7
Elin	6
Elio	32
Elion	13
Elis	18
Elizej	6
Eljo	10
Eljon	7
Elko	13
Elmar	7
Elmas	20
Elmaz	8
Elmedin	95
Elmi	15
Elmin	103
Elmir	111
Elnur	10
Elon	10
Elsad	7
Elsan	7
Elson	-
Elton	17
Elvedin	241
Elver	9
Elvin	90
Elvino	8
Elvio	9
Elvir	504
Elvis	1128
Elzin	-
Eman	150
Emanuel	236
Emanuele	14
Emar	6
Emel	20
Emelin	6
Emerik	46
Emil	1941
Emil Anton	-
Emil Franc	-
Emil Ivan	-
Emil Jožef	5
Emil Milan	11
Emiliano	-
Emilij	8
Emilijan	101
Emilijan Milan	-
Emilijo	5
Emilio	14
Emiljan	19
Emin	237
Emir	784
Emmanuel	7
Emra	-
Emrah	139
Emran	25
Emre	11
Emsad	47
Emsud	61
Emsudin	5
Enam	9
Enco	7
Endi	41
Endis	11
Endre	8
Endri	6
Endrit	67
Enei	19
Enej	1158
Enes	555
Enez	5
Engelbert	48
Engjell	-
Eni	-
Enid	7
Enis	215
Eniz	60
Ennio	-
Enrico	19
Enriko	7
Ensad	14
Ensar	56
Enver	298
Enzo	13
Erazem	484
Erblin	16
Erdi	20
Erdin	8
Erdjan	7
Erdogan	-
Erduan	14
Erdžan	5
Eren	7
Ergin	8
Erhan	11
Erhard	-
Eric	27
Erich	11
Erih	99
Erijon	-
Erik	2601
Erin	8
Erion	31
Eris	29
Erjon	18
Erkan	-
Erlind	5
Ermal	25
Erman	8
Ermin	412
Erminij	5
Erminio	5
Ermir	9
Ernad	89
Ernes	67
Ernest	918
Ernesto	10
Erni	12
Ernis	15
Ernst	-
Ernö	10
Erol	20
Erolind	5
Eron	15
Eros	18
Ersan	20
Ervin	965
Erđan	6
Erwin	10
Esad	408
Esat	28
Esed	49
Esmer	6
Esmin	17
Esmir	122
Esnaf	7
Esperij	5
Ešef	40
Ešref	11
Etbin	26
Etem	10
Ethem	-
Etian	7
Etien	67
Etienne	14
Etjan	17
Etjen	5
Eugen	33
Evald	26
Evan	90
Evelin	6
Evelino	-
Evgen	512
Evgenii	14
Evgenij	20
Evgeny	23
Evstahij	13
Ezan	9
Ezio	6
Fabian	27
Fabijan	58
Fabijo	10
Fabio	64
Fabjan	24
Fabjo	8
Fabrizio	13
Fadil	370
Fadilj	9
Fahir	28
Fahredin	-
Fahret	5
Fahri	10
Fahrija	5
Fahro	-
Fahrudin	203
Faik	58
Fajik	18
Fajko	11
Faredin	6
Faris	40
Farko	5
Faruk	90
Fatbardh	6
Fatih	8
Fatjon	11
Fatlind	38
Fatlum	28
Fatmir	154
Faton	56
Fatos	15
Faustin	5
Fausto	7
Fazli	18
Fazlija	6
Fedahija	-
Federico	16
Fedja	56
Fedor	39
Fehim	98
Fehmi	20
Feho	7
Fehrat	-
Fehret	11
Fehrudin	8
Feim	15
Fejsal	7
Fejzo	12
Fejzula	-
Fejzullah	5
Felice	-
Felicijan	-
Feliks	572
Feliks Srečko	6
Felix	19
Femi	12
Feodor	-
Ferat	11
Ferdi	16
Ferdinand	659
Ferdinando	-
Ferdo	120
Ferenc	36
Ferhad	11
Ferhat	7
Feri	15
Ferid	231
Ferit	7
Feriz	33
Fernando	-
Ferruccio	8
Ferucio	-
Feručo	13
Fesal	5
Festim	24
Feta	5
Fetah	13
Feti	8
Fevzi	5
Fidaim	-
Fidan	30
Fidančo	-
Fikret	424
Filip	4125
Filip Aleksander	6
Filip Franc	6
Filip Ivan	-
Filip Jakob	20
Filippo	9
Fin	5
Finn	13
Firzet	9
Fisnik	14
Fitim	61
Fjodor	5
Flamur	47
Flavio	17
Flin	6
Fljamur	5
Fljorim	5
Florent	21
Florian	69
Florijan	348
Florijan Cvetko	5
Florim	51
Florin	-
Florjan	380
Flurim	24
Fortunat	27
Fran	135
Franc	22810
Franc Alojz	8
Franc Alojzij	-
Franc Andrej	10
Franc Anton	8
Franc Boris	-
Franc Branimir	-
Franc Branko	34
Franc Dušan	6
Franc Emil	-
Franc Ferdinand	-
Franc Ivan	13
Franc Janez	5
Franc Jože	8
Franc Jožef	26
Franc Leopold	-
Franc Marijan	-
Franc Marjan	17
Franc Martin	6
Franc Mihael	5
Franc Milan	-
Franc Pavel	7
Franc Peter	-
Franc Stanislav	-
Franc Valentin	-
Franc Vladimir	8
France	308
Francelj	23
Francesco	42
Franci	1959
Franci Branko	-
Francisco	-
Franco	36
Franček	66
Frančišek	1307
Frančišek Branko	5
Frane	32
Franek	12
Franja	-
Franjo	1142
Frank	34
Franko	382
Frano	47
František	-
Franz	16
Franz Josef	5
Fred	7
Freddy	-
Frederik	5
Fredi	167
Fredo	6
Fredy	6
Frenk	41
Frenki	7
Fric	11
Friderik	380
Friderik Mirko	8
Friderik Miroslav	5
Frido	5
Fridolin	-
Fridrih	22
Friedrich	5
Fritz	-
Fuad	181
Fuat	6
Fulvio	17
Gaber	521
Gabor	7
Gabriel	442
Gabriele	17
Gabrijel	640
Gabro	-
Gadaf	-
Gael	37
Gaetano	-
Gafur	11
Gafurr	-
Gai	7
Gaj	279
Gajo	10
Gajur	9
Gal	2485
Galib	26
Gall	7
Gani	46
Gašpar	-
Gašper	5567
Gašper Miha	5
Gavril	6
Gavrilo	18
Gavro	19
Gazi	5
Gazmen	8
Gazmend	51
Genc	7
Gennady	6
Gent	9
Genti	5
Gentian	19
Gentrit	19
Georg	34
George	26
Georgi	23
Georgi Ivanov	6
Georgij	8
Georgije	9
Georgios	6
Georgy	5
Gerald	8
Gerasim	5
Gerd	-
Gerhard	32
German	5
Getoar	5
Geza	177
Gezim	43
Gheorghe	5
Giacomo	5
Giampaolo	5
Giancarlo	9
Gianfranco	20
Giani	9
Gianluca	11
Gianni	21
Gilbert	-
Gino	24
Giordano	-
Giorgio	37
Giovanni	41
Giuliano	18
Giulio	11
Giuseppe	37
Gjelbrim	7
Gjergj	5
Gjevat	5
Gjoko	8
Gjorge	5
Gjorgi	25
Gjorgje	5
Gjorgji	18
Gjuro	8
Gleb	12
Glen	18
Gligor	15
Goce	64
Gojko	212
Gojmir	25
Golub	12
Goran	3556
Gorancho	22
Gorančo	6
Gorazd	2337
Gordan	153
Gordon	5
Gorgi	8
Gorjan	5
Gostimir	29
Gosto	6
Gotard	-
Gotse	13
Gottfried	-
Graciano	6
Gracijan	11
Gracijano	7
Gradimir	29
Granit	27
Grega	1335
Gregi	6
Gregor	9367
Gregorij	21
Gregory	-
Grga	8
Grgo	-
Grigory	6
Griša	14
Grozdan	28
Grujica	7
Grujo	10
Guerino	18
Guido	26
Gustav	36
Gusti	9
Gustl	-
Gverino	11
Gvido	160
Gvidon	15
Gvozden	9
Gzim	36
Gábor	10
Günter	7
Gyorge	6
Gyorgi	7
Gyula	6
Géza	5
György	6
Habib	22
Hadis	46
Hadži	-
Hadžib	6
Hadžo	-
Hafir	-
Hafiz	5
Hagji	-
Hajdar	17
Hajdin	19
Hajradin	7
Hajredin	7
Hajri	5
Hajriz	21
Hajro	29
Hajrudin	225
Hajrullah	5
Hajrush	8
Hajzer	-
Haki	30
Hakif	-
Hakija	59
Hakim	-
Hal	6
Halid	170
Halil	142
Halim	52
Halis	6
Halit	18
Haljilj	5
Hamdi	37
Hamdija	158
Hamdo	25
Hamed	17
Hamez	-
Hamid	68
Hamit	27
Hamo	6
Hamza	93
Hamzalija	14
Hamzi	-
Hamzo	11
Han	11
Hanan	14
Hano	5
Hans	11
Hans Peter	-
Haradin	-
Harald	11
Harbin	6
Hari	50
Harij	10
Haris	649
Hariz	32
Harun	108
Hasan	800
Hase	66
Hashim	16
Hasib	184
Hasim	14
Hasko	-
Haso	13
Hašim	96
Hazbi	6
Hazbija	5
Hazim	188
Hazir	23
Haxhi	42
Heinrich	6
Heinz	-
Hektor	6
Hekuran	8
Heliodor	-
Helmut	55
Henri	9
Henrih	19
Henrik	420
Henry	5
Herbert	58
Herman	526
Hermann	5
Herolind	15
Hetem	12
Hidajet	49
Hieronim	11
Hijeronim	5
Hikmet	20
Hilarij	25
Hilmi	-
Hilmija	51
Hilmo	23
Himzo	50
Hinko	214
Hisen	15
Hisni	10
Horst	9
Hotimir	15
Hrabroslav	7
Hranislav	12
Hristijan	42
Hristiyan	6
Hristo	-
Hruste	-
Hrvoje	52
Hubert	99
Hugo	89
Hugon	6
Humbert	8
Hurem	-
Huse	68
Husein	461
Husejin	74
Husejn	51
Huska	7
Husmir	10
Husnija	104
Huso	86
Husref	5
Huzeir	5
Hysen	22
Hysni	23
Ian	500
Iaroslav	7
Ibish	9
Ibraga	8
Ibrahim	650
Ibraim	12
Ibrišim	-
Ibro	134
Idajet	-
Ideal	5
Idris	12
Idriz	116
Ifet	29
Ignac	740
Ignacij	211
Ignacije	-
Ignjat	8
Igo	6
Igor	8357
Igor Janez	5
Igorche	6
Igorcho	10
Igorčo	-
Ihor	6
Ijan	15
Ikmet	-
Ilan	36
Ilaz	15
Ilber	9
Ilche	5
Ilcho	11
Ilčo	6
Ile	20
Ilfad	35
Ilham	6
Ilhan	23
Ilia	18
Ilija	570
Ilijan	5
Ilijas	11
Ilijaz	16
Ilir	75
Ilirjan	9
Iliya	-
Ilj	8
Ilja	6
Iljas	10
Iljaz	16
Iljir	-
Iljo	7
Ilko	6
Illia	8
Ilmi	12
Ilmija	5
Ilo	-
Ilya	15
Imad	10
Iman	13
Imer	56
Imran	64
Imre	34
Imri	5
Inaj	22
Inas	21
Indir	20
Ines	7
Ingo	12
Inko	-
Ino	23
Inti	11
Ioan	-
Ion	16
Irdin	5
Irenej	75
Irfan	144
Irfet	16
Irhad	13
Irinej	8
Irman	8
Irnad	13
Irnes	48
Irnis	5
Irvin	9
Isa	49
Isad	10
Isak	76
Isen	18
Ishak	40
Isidor	-
Islam	64
Isljam	-
Ismail	97
Ismailj	6
Ismajl	13
Ismar	31
Ismet	604
Ismir	14
Isni	9
Iso	22
Istok	106
Istref	13
Istvan	9
István	18
Isuf	27
Ištvan	22
Italo	7
Itan	6
Itse	-
Iurii	15
Ivan	16977
Ivan Alojzij	-
Ivan Andrej	7
Ivan Anton	8
Ivan Emil	-
Ivan Franc	9
Ivan Jakob	7
Ivan Janez	17
Ivan Janko	6
Ivan Jože	-
Ivan Jožef	14
Ivan Marijan	-
Ivan Marjan	11
Ivan Martin	-
Ivan Milan	-
Ivan Pavel	-
Ivan Peter	9
Ivan Stanislav	6
Ivan Vladimir	-
Ivano	46
Ive	14
Ivica	563
Ivitsa	6
Ivko	14
Ivo	1039
Ivor	18
Iván	5
Izak	686
Izar	6
Izedin	5
Izeir	5
Izer	-
Izet	379
Izidor	913
Izo	6
Iztok	3026
Izudin	114
Jacques	6
Jadran	268
Jadranko	46
Jago	9
Jagoš	11
Jahija	6
Jahir	15
Jahja	5
Jak	12
Jaka	5466
Jaka Andrej	5
Jakec	16
Jaki	9
Jako	9
Jakob	5304
Jakob Aleksander	5
Jakob Aljaž	8
Jakob Franc	9
Jakob Gal	9
Jakob Jan	6
Jakob Janez	10
Jakob Martin	-
Jakob Rado	7
Jakob Radoslav	-
Jakob Vid	6
Jakov	99
Jakša	15
Jakub	37
Jakup	32
Jalen	32
James	7
Jamin	6
Jan	8280
Jan Aleksander	6
Jan Filip	5
Jan Janez	8
Jan Luka	26
Jan Mark	5
Jan Martin	7
Jan Peter	6
Jan Vid	5
Jan Žan	6
Janči	6
Jandre	-
Jandro	-
Jane	27
Janej	16
Janek	8
Janez	20474
Janez Alojzij	-
